POLYMER_USED,DRUG,WATER_PH,CONCENTRATION,CAPACITY,SOURCE
PANI-NiFe2O4,Malachite green,7,90,4.2,10.1007/s13204-014-0383-5
Durian seed immobilized Ca-alginate,Hg(II),6,10,1.786,https://doi.org/10.24036/eksakta/vol23-iss01/305
Durian seed immobilized Ca-alginate,Hg(II),6,300,74.121,https://doi.org/10.24036/eksakta/vol23-iss01/305
chitosan,methyl orange,4,100,30.14,10.4236/jwarp.2010.210107
chitosan,methyl orange,5,100,25.52,10.4236/jwarp.2010.210107
chitosan,methyl orange,6,100,16.58,10.4236/jwarp.2010.210107
chitosan,methyl orange,7,100,15.75,10.4236/jwarp.2010.210107
chitosan,methyl orange,8,100,14.02,10.4236/jwarp.2010.210107
chitosan,methyl orange,9,100,11.79,10.4236/jwarp.2010.210107
chitosan,methyl orange,4,15,5.53,10.4236/jwarp.2010.210107
chitosan,methyl orange,4,30,11.26,10.4236/jwarp.2010.210107
chitosan,methyl orange,4,40,15.52,10.4236/jwarp.2010.210107
chitosan,methyl orange,4,50,19.08,10.4236/jwarp.2010.210107
chitosan,methyl orange,4,70,24.29,10.4236/jwarp.2010.210107
chitosan,methyl orange,4,100,29.82,10.4236/jwarp.2010.210107
chitosan,methyl orange,4,50,18.48,10.4236/jwarp.2010.210107
chitosan,methyl orange,4,50,18.94,10.4236/jwarp.2010.210107
chitosan,methyl orange,4,50,19.4,10.4236/jwarp.2010.210107
chitosan,methyl orange,4,50,20.24,10.4236/jwarp.2010.210107
polyaniline,Reactive Red 2,7,250,131.4,10.15244/pjoes/67554
polyaniline,Reactive Red 2,7,500,220.8,10.15244/pjoes/67554
chitosan,Cr(VI),3.0,40,34.17,Journal of Textile Science and Technology
chitosan_std,Direct Yellow 86,12,5e-5,0.17,http://dx.doi.org/10.4236/aces.2014.44048
chitosan_std,Direct Yellow 86,12,5e-6,0.019,http://dx.doi.org/10.4236/aces.2014.44048
chitosan_std,Direct Blue 78,12,5e-5,0.16,http://dx.doi.org/10.4236/aces.2014.44048
chitosan_std,Direct Blue 78,12,5e-6,0.019,http://dx.doi.org/10.4236/aces.2014.44048
Glass beads coated with chitosan DD 85%,tartrazine,3,100,60.0,[128]
PANI,tartrazine,2.0,48.1,113.21,[129]
bacterial cellulose aerogel,rhodamine B,6.5,200,30.0,10.1021/acsomega.3c03130
bacterial cellulose aerogel,crystal violet,6.5,200,30.0,10.1021/acsomega.3c03130
bacterial cellulose aerogel,malachite green,6.5,200,48.6,10.1021/acsomega.3c03130
Chitosan-BN-Fe2O3,Congo Red,7,50,24.89,10.18185/erzifbed.1180213
Chitosan-BN-Fe2O3,Congo Red,7,100,49.52,10.18185/erzifbed.1180213
Chitosan-BN-Fe2O3,Congo Red,7,150,70.6,10.18185/erzifbed.1180213
Chitosan-BN-Fe2O3,Congo Red,7,200,85.0,10.18185/erzifbed.1180213
BNC hydrogel,tetracycline,7,50,54.97,10.1038/s41598-025-18254-w
BNC hydrogel,tetracycline,7,50,128.39,10.1038/s41598-025-18254-w
Calcium phosphate-chitosan,Tetracycline,11.0,0-500,223.8,Said et al. (2024)
Polyethylenimine-grafted crosslinked chitosan spheres,Sodium diclofenac,5.0,50-200,253.3,Lu et al. (2020)
Chitosan-Fe2O3,Acid Blue 113,3,10,16.61,This study
Chitosan-Fe2O3,Acid Blue 113,3,25,38.86,This study
Chitosan-Fe2O3,Acid Blue 113,3,50,71.21,This study
Chitosan-Fe2O3,Acid Blue 113,3,100,129.8,This study
Chitosan-walnut shells composite (Ch-W),Levofloxacin,7,4,7.43,[27]
Chitosan-walnut shells composite (Ch-W),Levofloxacin,7,2,3.77,[27]
cellulose citrate,methylene blue,6.2,10,9.57,RSC Adv. 2021
chitosan,Amoxicillin,3,100,52.0,https://doi.org/10.1007/s11270-025-08223-4
chitosan,Amoxicillin,7,100,59.0,https://doi.org/10.1007/s11270-025-08223-4
chitosan,Amoxicillin,13,100,48.0,https://doi.org/10.1007/s11270-025-08223-4
chitosan,Doxycycline,3,100,82.0,https://doi.org/10.1007/s11270-025-08223-4
chitosan,Doxycycline,11,100,55.0,https://doi.org/10.1007/s11270-025-08223-4
PEG,Ni,1.2,0.7008,3.285,Table 7
PEG,Fe,1.2,19.533,92.43,Table 7
PEG,Cu,1.2,1.3909,6.949,Table 7
PEG,Pb,1.2,2.3508,10.73,Table 7
PEG,Cd,1.2,0.0408,0.169,Table 7
GO_3@PVA,Pb,6.5,50,368.0,10.1039/d4ra02111h
GO_3@PVA,Pb,6.5,100,447.0,10.1039/d4ra02111h
GO_3@PVA,Pb,6.5,150,508.0,10.1039/d4ra02111h
calcium alginate beads,crystal violet,6,10,5.884,Kinetic study pseudo-second order experimental Qe
Ca-alginate,Cd(II),6,10,9.16,10.5564/mjc.v26i54.3869
Ca-alginate-HPMBP,Cd(II),6,10,9.3,10.5564/mjc.v26i54.3869
Ca-alginate,Cd(II),6,25,23.23,10.5564/mjc.v26i54.3869
Ca-alginate-HPMBP,Cd(II),6,25,23.25,10.5564/mjc.v26i54.3869
Ca-alginate,Cd(II),6,10,8.63,10.5564/mjc.v26i54.3869
Ca-alginate-HPMBP,Cd(II),6,10,8.78,10.5564/mjc.v26i54.3869
polypyrrole,metronidazole,6.17,10,0.95,10.1007/s40090-019-0190-7
poly(DVB),Brilliant Green,7,2.5,1.59,10.1039/d5ra02950c
poly(DVB),Brilliant Green,7,14.3,4.63,10.1039/d5ra02950c
poly(DVB),Brilliant Green,7,7.5,8.44,10.1039/d5ra02950c
poly(DVB),Brilliant Green,7,7.5,2.45,10.1039/d5ra02950c
poly(DVB),Brilliant Green,7,7.5,0.94,10.1039/d5ra02950c
poly(DVB),Brilliant Green,7,7.5,3.13,10.1039/d5ra02950c
Trametes pubescens alginate-immobilized biomass,Congo Red,1.0,100,355.48,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,2.0,100,380.56,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,3.0,100,371.26,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,4.0,100,343.15,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,5.0,100,281.43,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,6.0,100,233.34,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,7.0,100,121.45,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,8.0,100,87.12,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,9.0,100,66.23,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,10.0,100,30.2,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,2.0,25,156.51,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,2.0,50,377.56,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,2.0,60,411.15,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,2.0,80,465.32,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,2.0,100,495.24,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,2.0,120,483.36,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,2.0,150,402.37,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,2.0,180,282.21,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,2.0,200,135.38,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,2.0,100,507.74,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,2.0,100,531.52,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,2.0,100,548.19,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,2.0,100,534.51,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,2.0,100,507.84,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,2.0,100,456.65,Ann Microbiol (2015) 65:411-421
Trametes pubescens alginate-immobilized biomass,Congo Red,2.0,100,348.82,Ann Microbiol (2015) 65:411-421
PVA,methylene blue,6.6-6.8,20,47.7,10.1038/s41598-025-22645-4
PVA,methylene blue,6.6-6.8,20,35.9,10.1038/s41598-025-22645-4
PVA,methylene blue,6.6-6.8,20,42.5,10.1038/s41598-025-22645-4
PVA,methylene blue,6.6-6.8,20,26.5,10.1038/s41598-025-22645-4
PVA,methylene blue,6.6-6.8,20,25.3,10.1038/s41598-025-22645-4
PVA,methylene blue,6.6-6.8,30,15.4,10.1038/s41598-025-22645-4
PVA,methylene blue,6.6-6.8,40,9.15,10.1038/s41598-025-22645-4
CuO/PANI,Pb(II),2,25,90.86,https://doi.org/10.1038/s41598-024-81970-2
CuO/PANI,Pb(II),2,50,171.04,https://doi.org/10.1038/s41598-024-81970-2
CuO/PANI,Pb(II),2,75,143.62,https://doi.org/10.1038/s41598-024-81970-2
CuO/PANI,Pb(II),2,100,256.39,https://doi.org/10.1038/s41598-024-81970-2
CuO/PANI,Pb(II),2,125,322.844,https://doi.org/10.1038/s41598-024-81970-2
PANI,methyl orange,7,120,82.1,https://doi.org/10.33263/BRIAC121.893909
Ti/PANI,methyl orange,7,120,103.1,https://doi.org/10.33263/BRIAC121.893909
Ti(N)/PANI,methyl orange,7,120,101.6,https://doi.org/10.33263/BRIAC121.893909
Ti(Cu)/PANI,methyl orange,7,120,102.5,https://doi.org/10.33263/BRIAC121.893909
Polypyrrole,Congo Red,3.0,40.0,18.0,60
SBA-15/Polyaniline,Acid Blue 62,2,40,125.0,Iranian Journal of Health Sciences 2017; 5(3): 17-34
calcium alginate,thorium,3.8,170,18.65,10.1038/s41598-023-35629-z
calcium alginate,thorium,3.8,170,20.22,10.1038/s41598-023-35629-z
calcium alginate,thorium,3.8,100,12.48,10.1038/s41598-023-35629-z
calcium alginate,thorium,3.8,350,22.02,10.1038/s41598-023-35629-z
calcium alginate,thorium,3.8,170,21.79,10.1038/s41598-023-35629-z
calcium alginate,thorium,3.8,170,16.23,10.1038/s41598-023-35629-z
chitosan,Reactive Red 198,2,100,186.7,https://doi.org/10.46989/001c.88510
chitosan,Reactive Red 198,3,100,193.0,https://doi.org/10.46989/001c.88510
chitosan,Reactive Red 198,4,100,196.5,https://doi.org/10.46989/001c.88510
chitosan,Reactive Red 198,5,100,197.4,https://doi.org/10.46989/001c.88510
chitosan,Reactive Red 198,6,100,195.7,https://doi.org/10.46989/001c.88510
chitosan,Reactive Red 198,7,100,194.3,https://doi.org/10.46989/001c.88510
chitosan,Reactive Red 198,8,100,193.8,https://doi.org/10.46989/001c.88510
chitosan,Reactive Red 198,9,100,192.4,https://doi.org/10.46989/001c.88510
chitosan (under-size),Reactive Red 198,5,100,97.41,https://doi.org/10.46989/001c.88510
chitosan (under-size),Reactive Red 198,5,200,197.38,https://doi.org/10.46989/001c.88510
chitosan (over-size),Reactive Red 198,5,100,96.1,https://doi.org/10.46989/001c.88510
chitosan (over-size),Reactive Red 198,5,200,196.22,https://doi.org/10.46989/001c.88510
PVA,Congo red,1,75,18.44,10.24845/ijfac.v10.i2.117
chitosan modified with epichlorohydrin (second trial) and 1-methylimidazole (biopolymer IV),Ag(I),6.70,12.91,30.9,Table 2
unmodified chitosan crosslinked with glutaraldehyde (biopolymer I),Ag(I),6.70,12.91,11.4,Table 2
polyethylene glycol 400,Safranin O,10,250,306.26,BMC600
polyethylene glycol 400,Safranin O,10,250,254.61,BMC800
polyethyleneimine,Cr(VI),4,50,44.33,10.15244/pjoes/188595
polyethyleneimine,Cr(VI),4,80,49.65,10.15244/pjoes/188595
polyethyleneimine,Cr(VI),4,50.22,29.53,10.15244/pjoes/188595
polyethyleneimine,Cr(VI),4,50.22,27.76,10.15244/pjoes/188595
polyethyleneimine,Cr(VI),4,50.22,23.01,10.15244/pjoes/188595
polyethyleneimine,Cr(VI),4,50.22,30.45,10.15244/pjoes/188595
polyethyleneimine,Cr(VI),4,50.22,27.49,10.15244/pjoes/188595
polyethyleneimine,Cr(VI),4,50.22,22.27,10.15244/pjoes/188595
polyethyleneimine,Cr(VI),4,50.22,36.48,10.15244/pjoes/188595
polyethyleneimine,Cr(VI),4,50.22,34.86,10.15244/pjoes/188595
polyethyleneimine,Cr(VI),4,50.22,29.37,10.15244/pjoes/188595
PVA/HKUST,Cefixime,8,20,282.5,Mirzaei et al. (2025)
polyurea,Congo red,7.0,0.72,1.2,Table 1
polyurea,Congo red,7.0,1.59,2.16,Table 1
polyurea,Congo red,7.0,2.70,4.14,Table 1
chitosan,Reactive Orange 122,4,100,9.95,10.1007/s13399-024-05284-z
carbohydrate polymeric biodegradable adsorbent of wheat flour,Rhodamine B,5.5,5.0,142.26,145
sodium alginate,Cr(VI),2,100,40.64,10.1007/s13399-025-06489-6
GAD hydrogel beads,Mn(II),6,10,2.07,10.1038/s41598-018-29133-y
GAD hydrogel beads,Mn(II),6,50,8.47,10.1038/s41598-018-29133-y
GAD hydrogel beads,Mn(II),6,125,19.81,10.1038/s41598-018-29133-y
GAD hydrogel beads,Mn(II),6,200,18.11,10.1038/s41598-018-29133-y
PET,Brilliant Green,7,7.5,1.89,RSC Adv.
PET,Brilliant Green,7,7.5,0.81,RSC Adv.
chitosan-vanillin,Co(II),4,0.232,0.767,Global NEST Journal
chitosan-vanillin,Co(II),4,1.225,1.774,Global NEST Journal
chitosan-vanillin,Co(II),4,2.246,2.753,Global NEST Journal
chitosan-vanillin,Co(II),4,5.658,4.342,Global NEST Journal
chitosan-vanillin,Co(II),4,10.168,4.831,Global NEST Journal
chitosan-ortho-vanillin,Co(II),4,0.340,0.659,Global NEST Journal
chitosan-ortho-vanillin,Co(II),4,1.358,1.642,Global NEST Journal
chitosan-ortho-vanillin,Co(II),4,2.283,2.716,Global NEST Journal
chitosan-ortho-vanillin,Co(II),4,5.688,4.312,Global NEST Journal
chitosan-ortho-vanillin,Co(II),4,9.630,5.369,Global NEST Journal
poly(m-aminobenzoic acid),Pt(IV),4,10,0.893,Öztürk et al. 2020 SN Applied Sciences
poly(m-aminobenzoic acid),Pt(IV),4,15,1.157,Öztürk et al. 2020 SN Applied Sciences
poly(m-aminobenzoic acid),Pt(IV),4,20,1.417,Öztürk et al. 2020 SN Applied Sciences
poly(m-aminobenzoic acid),Pt(IV),4,30,1.928,Öztürk et al. 2020 SN Applied Sciences
poly(m-aminobenzoic acid),Pt(IV),4,40,2.082,Öztürk et al. 2020 SN Applied Sciences
chitosan-glutaraldehyde,Direct Blue 71,4,15,125.89,Lopez-Cervantes et al. 2018
chitosan-glutaraldehyde,Direct Blue 71,4,15,93.5,Lopez-Cervantes et al. 2018
chitosan-glutaraldehyde,Direct Blue 71,4,15,106.15,Lopez-Cervantes et al. 2018
chitosan-glutaraldehyde,Direct Blue 71,4,15,102.31,Lopez-Cervantes et al. 2018
chitosan-glutaraldehyde,Direct Blue 71,4,15,63.56,Lopez-Cervantes et al. 2018
chitosan-glutaraldehyde,Direct Blue 71,4,30,209.81,Lopez-Cervantes et al. 2018
chitosan-glutaraldehyde,Direct Blue 71,4,50,343.59,Lopez-Cervantes et al. 2018
chitosan,ethoprophos,5.48,10,8.92,Abdeen and Mohammad 2014 OJOPM
chitosan,ethoprophos,5.48,20,19.607,Abdeen and Mohammad 2014 OJOPM
chitosan,ethoprophos,5.48,30,28.735,Abdeen and Mohammad 2014 OJOPM
chitosan,ethoprophos,5.48,40,39.37,Abdeen and Mohammad 2014 OJOPM
chitosan,ethoprophos,5.48,50,49.019,Abdeen and Mohammad 2014 OJOPM
chitosan,ethoprophos,5.48,60,54.945,Abdeen and Mohammad 2014 OJOPM
chitosan,ethoprophos,5.48,10,9.399,Abdeen and Mohammad 2014 OJOPM
chitosan,ethoprophos,5.48,60,54.706,Abdeen and Mohammad 2014 OJOPM
original PET,Pb(II),5,100,12.92,10.21203/rs.3.rs-5671204/v1
PANI,chlorpyrifos,3,200,10.4,Scientific Reports (2024) 14:21116
PANI,chlorpyrifos,3,200,17.2,Scientific Reports (2024) 14:21116
PANI,chlorpyrifos,9,200,59.2,Scientific Reports (2024) 14:21116
PANI,chlorpyrifos,9,200,78.5,Scientific Reports (2024) 14:21116
PANI,chlorpyrifos,9,200,107.3,Scientific Reports (2024) 14:21116
PANI,chlorpyrifos,9,200,125.8,Scientific Reports (2024) 14:21116
poly(MAA-co-AAm),methylene blue,8,10,4.981,https://doi.org/10.21203/rs.3.rs-1071501/v1
poly(MAA-co-AAm)/NCC,methylene blue,8,10,6.635,https://doi.org/10.21203/rs.3.rs-1071501/v1
poly(MAA-co-AAm),methylene blue,8,10,5.598,https://doi.org/10.21203/rs.3.rs-1071501/v1
poly(MAA-co-AAm)/NCC,methylene blue,8,10,7.255,https://doi.org/10.21203/rs.3.rs-1071501/v1
MLDH-NH2@PANI,Cr(VI),3,50,205.2,Kinetic experiment (Qe
chitosan,Brilliant green,5.6,20,18.83,10.29081/ChIBA.2025.653
chitosan,Ethacridine lactate,7.0,40,38.83,10.29081/ChIBA.2025.653
PEG,Pb(II),7,30,13.717,10.5829/ije.2025.38.02b.07
PEG,Pb(II),7,30,1.317,10.5829/ije.2025.38.02b.07
PEG,Cu(II),7,30,37.175,10.5829/ije.2025.38.02b.07
PEG,Cu(II),7,30,1.048,10.5829/ije.2025.38.02b.07
PEG,Cu(II),7,30,2.39,10.5829/ije.2025.38.02b.07
polyvinyl alcohol,Cu(II),7,0.2,1.44,10.21203/rs.3.rs-3236672/v1
polyvinyl alcohol,Cd(II),7,0.2,0.93,10.21203/rs.3.rs-3236672/v1
alginate,quercetin,7,1000,140.37,Synthesis of Quercetin Loaded Nanoparticles Based on Alginate for Pb(II) Adsorption in Aqueous Solution
PVA,tetracycline,2,100,12.6,DOI:10.2478/eces-2021-0021
PVA,tetracycline,8,100,7.8,DOI:10.2478/eces-2021-0021
PVA,tetracycline,12,100,9.55,DOI:10.2478/eces-2021-0021
PVA,tetracycline,3,100,8.55,DOI:10.2478/eces-2021-0021
PVA,tetracycline,3,800,75.5,DOI:10.2478/eces-2021-0021
PPy/SH-beta/MCM-41,Hg(II),8.0,400,157.43,49
EDTA grafted chitosan,Co(II),7,40,61.0,
